participant_id,site,programme,intervention,prior_score,attendance_rate,self_efficacy_baseline,Baseline,FollowUp,Post,self_efficacy_post,completed_on_time
1,Site_B,Masters,Control,79.35746023250934,75.81197413098118,3.553173545248496,39.12130355958131,39.1759367744676,46.21354870762752,3.951144521661434,1
2,Site_B,Doctoral,Blended,68.71995441999469,83.76232593486496,2.611028553050641,37.82334694743638,53.473125826184905,45.417616464750196,3.220130645565505,1
3,Site_C,Doctoral,Workshop,86.47561699018077,75.71233614863007,3.70397732679408,62.3306733206885,62.20353982357332,60.526384015433926,3.2134877235505814,0
4,Site_A,Masters,Control,68.97025515112028,76.83722078238426,3.231581692706825,44.252854551855506,,45.692748458906365,3.7719636983095173,0
5,Site_A,Masters,Blended,66.44018477050756,76.09324198951845,2.5855719631003513,38.9088174347563,54.760141127034814,38.90644502978327,2.529374817550314,0
6,Site_C,Doctoral,Blended,70.25252852059204,82.03329245278428,3.6992051453243775,40.79253069308795,53.11623529283979,46.919333645346335,4.468310275639795,1
7,Site_C,Masters,Workshop,70.80835339435724,77.30763654850907,2.8283840691840183,51.12794864861175,53.099520577309626,58.55450664441299,2.667847244071856,1
8,Site_B,Doctoral,Control,77.94724188608714,65.16668668025342,4.0820702797961985,54.87598931251589,50.82011218974163,47.22961377021372,4.106037784365574,1
9,Site_A,Masters,Workshop,87.3055865136705,82.38815579060166,4.252212303226615,59.825682175515524,66.72616292142033,65.3001969631483,4.681491715449156,1
10,Site_C,Masters,Workshop,79.89765691959306,87.80235061893293,3.836926357892175,37.77180413225096,51.273484867717634,58.52685113172622,4.196458121288209,1
11,Site_B,Masters,Control,68.71133328278579,64.47643239449853,3.5952133840467315,38.22640672425906,52.199850249920395,46.97639657973164,4.077539665795207,1
12,Site_B,Masters,Control,62.531646000794325,81.7740960944924,3.46365392772859,38.99003532319778,49.35598373588351,35.94667633305902,3.7703206344134874,0
13,Site_B,Doctoral,Blended,69.2308083003419,80.4701492593991,3.111636504572977,46.793585439649966,49.10316579101157,45.02676115577847,3.47459199809811,0
14,Site_A,Masters,Control,70.19096486350989,71.8072337732368,2.293994741130406,58.44421421574835,56.72785438279391,57.79310104424254,2.482807256556076,0
15,Site_A,Masters,Workshop,62.91112160934331,77.09023676444595,2.5122436961608985,26.60431654346825,27.447710967353366,30.432684717957475,3.134456491043363,1
16,Site_B,Masters,Control,65.92105146795731,68.69109957209936,3.081317603557442,46.30749547756466,49.16198126324316,44.81723976807818,3.288809714975439,1
17,Site_B,Masters,Blended,58.593597197315574,85.36245712681716,3.3963806202922426,31.942992956726336,35.33982897442494,36.372000990891785,3.6904413672356093,1
18,Site_B,Masters,Control,71.39247806292913,89.26839814740018,3.3657413360899286,44.093586486565364,44.56756576540816,39.25118049615358,3.1088440013947958,0
19,Site_A,Doctoral,Workshop,78.74276192138767,89.35859726039638,3.1818585868910794,51.75549744997303,51.32050725432888,49.152781231395366,3.561218991375198,0
20,Site_B,Masters,Blended,65.0168293299321,81.82673931758306,2.397231056905447,34.4130771477206,32.32113149292481,42.30559195112984,3.3291407317556394,0
21,Site_A,Doctoral,Blended,72.56193852835375,88.47109428137728,3.7276122930825806,58.60341372660988,63.34789680559319,53.97238634863605,4.096286347536143,1
22,Site_A,Masters,Control,62.96198118520616,70.69812776179768,3.125350368640279,30.708883427167848,35.39387781891767,35.757617334826904,3.2156430776149865,0
23,Site_A,Masters,Blended,71.02918153467293,80.19174602820839,3.0610096515784124,36.578952812064166,44.97849311389115,42.20412973645102,3.2559650364102,0
24,Site_A,Doctoral,Blended,61.950750062555635,94.57836095282663,3.450821974923605,43.12867012082813,60.803187688963085,59.12143459600962,4.264758698486095,1
25,Site_C,Doctoral,Control,65.61875563769114,57.03940975125768,3.271098481537423,39.835666892108115,41.24637868712631,38.349628926531125,2.605089519010989,0
26,Site_B,Doctoral,Blended,72.09217660858671,83.27553793655548,4.299321963902442,36.280545849286376,60.546938549894264,51.552274100693666,4.843217630951366,1
27,Site_C,Masters,Control,72.7739316356532,79.06307761377856,3.1354940439090186,55.53554559407409,42.12744981794809,48.85199977654398,2.7672335059773783,0
28,Site_A,Doctoral,Blended,75.59420736305844,77.1040288690563,3.9186239155344182,57.584269855517356,74.16918328774297,69.05237455772878,3.8107069829697657,1
29,Site_A,Masters,Control,78.01767865364309,60.64700549937797,2.700853953497199,56.48096785089308,56.14894508239431,57.84845398669813,2.240921350179833,0
30,Site_C,Masters,Blended,62.4303739159634,87.64442557903122,3.4682547374419386,30.97459012316489,36.66616044325654,38.63844723419611,4.6682676713089695,1
31,Site_C,Masters,Blended,69.81122268615749,89.02156667922523,3.3478010021514875,37.549539085352,52.534079296198264,42.95265622084015,3.745385595171706,0
32,Site_A,Masters,Control,75.95311995803806,81.69886036900235,3.0410433918870043,43.12656227675959,51.02924120548183,47.36790822558332,3.141807625798401,1
33,Site_C,Masters,Workshop,64.6462716138446,58.576552350936225,3.3094722724043044,53.003659842222994,66.9727726372868,61.960236351154165,3.5905263306517408,1
34,Site_B,Doctoral,Workshop,76.65142419484702,76.35934494399558,3.077878781503942,68.3392115128401,68.30625996168733,64.22569910707433,3.185701097182112,0
35,Site_A,Masters,Blended,81.70390430930061,99.85736909193312,3.0869517212967974,48.39979043084623,67.64813156622401,65.37560232516304,3.639983301142893,1
36,Site_A,Masters,Control,83.12948829239357,71.5763205173539,2.9795638344835687,50.58791554833941,34.486555147871705,30.871066657603674,2.776429273766514,0
37,Site_C,Masters,Control,68.88935277829056,63.7622537463722,3.3303915222576164,34.43115024699618,37.27328332550734,36.789004044071646,3.7219283494891706,0
38,Site_A,Masters,Workshop,63.03608134519726,80.06312106991882,3.007337839415661,38.37910148597944,47.78219017246767,34.00533195206195,3.3080106831678835,0
39,Site_B,Masters,Blended,72.03655789509439,85.3006729677388,3.0768601912655704,37.085815639431516,60.733299706176595,61.62700186983452,4.032597485275495,1
40,Site_B,Masters,Control,68.48127780859917,93.37974968228227,1.9978465874300015,35.071617141777075,34.621857990412224,29.921370357253917,1.830036551348979,0
41,Site_C,Masters,Blended,79.27935101609727,65.92645009459379,2.917973334712122,43.801449444177905,54.9340561389266,53.54025546267542,3.725144964827148,1
42,Site_C,Doctoral,Control,76.52346457560999,79.69651574935185,2.739168632659217,58.72033097969858,60.22921763144303,63.896315849206744,2.673841884551135,0
43,Site_B,Masters,Workshop,83.69522521098466,85.23164943108115,3.138160443294538,58.137824684884706,66.44544089800547,68.28789121878734,3.0523317661590803,0
44,Site_A,Masters,Control,73.39367826816559,73.62189222440337,3.5687342444292858,45.96575173047859,48.42391743826905,52.059884275786885,3.6535856441935617,1
45,Site_B,Doctoral,Blended,62.28130806809367,90.92328922538604,3.488088799610306,34.95730997140937,64.47015806954153,49.01293748905924,3.8531638684447254,1
46,Site_B,Masters,Blended,63.5934131497638,71.1007387725941,3.630882058605116,40.05254538061575,48.98146240284462,43.84394072086072,3.8156467859320564,0
47,Site_A,Masters,Workshop,79.6871619662274,81.4177902247336,3.5778570495295483,43.78476188073984,54.361854776971576,55.764207317493884,3.4904389194301837,0
48,Site_B,Doctoral,Workshop,75.95807523801894,92.89135797918091,3.963037022463447,48.7277147177784,62.03169795948426,65.3954232909884,5.0,1
49,Site_A,Masters,Workshop,83.74036403597935,94.21851706684824,3.433775170153572,45.294264762180845,51.944514933002964,43.52713126000406,3.4914815036655567,0
50,Site_C,Masters,Control,81.46481630042571,91.07447596796067,3.1884070365430714,54.705181989432766,46.5205863607801,51.322327187740974,2.8843270915246144,0
51,Site_B,Masters,Blended,86.27834032361429,85.05594296511697,3.256112658499565,48.90522887490282,54.77522395664628,63.77349644795659,4.163498853868813,1
52,Site_A,Doctoral,Workshop,80.4745696712475,93.43355609566711,3.5235228620514962,53.16727305954484,61.2117617249501,65.2467778929184,3.8849009571898945,1
53,Site_B,Masters,Workshop,82.9041714478116,84.4535496151359,3.322895959397583,58.29986678922211,75.80307916820176,66.15668545958373,3.8926799772763414,0
54,Site_B,Masters,Blended,78.86165362616389,84.94414786688569,2.351140544265212,45.48932646774874,62.34942827644819,55.89312856525251,3.1953501995368097,0
55,Site_A,Masters,Control,81.18105222163993,87.32105770557246,3.172527690802209,27.41538093014863,38.87852537411284,33.923322901462626,3.455703152996835,0
56,Site_B,Masters,Blended,62.2055105918137,77.04960888245292,2.991760638656099,40.192975265788554,54.80510794534416,61.43500722926184,3.6166363548577762,1
57,Site_C,Masters,Workshop,73.7691752753378,83.48703332753544,2.675897289172613,37.91107678449852,42.61732815022976,52.66376321596371,3.388220984093778,1
58,Site_C,Masters,Workshop,78.5467675430776,85.48607280660025,2.668396974939565,57.256627182207254,53.57827218920774,59.2848418827506,2.81775320374988,0
59,Site_B,Masters,Workshop,75.51740629998908,69.19059609961538,2.4025139579369346,47.520977429054355,59.555372058972374,49.31165826381104,2.836890451067672,0
60,Site_B,Masters,Blended,81.11870376632618,73.93881896432082,2.7359121390827195,57.264325120236634,72.39714330351435,63.14540463440621,3.1522958203142792,0
61,Site_A,Masters,Control,68.95941183740881,83.74347201436366,4.195957651559879,29.14777889255589,,26.67936540858643,3.9012908803114756,1
62,Site_A,Masters,Control,63.12834662931945,59.77657403537244,2.8016143029677942,43.28984748008201,40.00999389439897,49.942259425522806,3.0828327593173652,0
63,Site_A,Doctoral,Blended,71.62042950541392,91.35172163676812,3.832402787174054,31.163319528297542,41.01361919184015,38.05330776649918,4.174932342949611,1
64,Site_A,Masters,Workshop,63.93810370773541,86.1719376826262,3.6940966852936454,44.76622808788102,56.283338373931805,45.24826948185836,3.781011707217399,0
65,Site_C,Doctoral,Control,83.58349877621978,66.53971012008313,3.9524973309682214,43.27742626337473,41.44899929743296,48.28417101256127,4.921799355262649,1
66,Site_C,Masters,Control,81.14684699834903,85.98504388075322,3.1058929965201374,40.2736168286462,56.950191930586584,53.2881187006544,4.02428220275329,1
67,Site_C,Masters,Control,71.17789991523786,69.76640285988191,3.3599872538654783,41.84389333874269,38.255372560324844,45.47621402918552,3.5091587991760824,0
68,Site_B,Masters,Blended,77.81805459983548,88.4371513845583,3.0023660293226024,43.858879697457496,58.44628998751177,54.892623194311355,3.8163972724756614,0
69,Site_A,Masters,Control,73.9588493614482,91.25036583186768,3.5471852764799223,23.856574094400976,36.605220848080926,33.167862475254275,3.2352367734730163,1
70,Site_C,Doctoral,Control,71.98659991906301,92.24170103079229,2.3501433900813096,36.75492461426521,22.2808055827738,31.43603799696416,2.2756729758904757,1
71,Site_A,Doctoral,Control,83.22715994444786,77.73742044059713,3.1111134693641893,52.72716877216939,59.74962490788834,53.15703979672832,3.3750348307097715,0
72,Site_B,Doctoral,Control,84.23511468529922,91.4465501436784,3.8128305493776256,61.67978160948434,65.6049985779551,65.14797349336656,3.8155286962994235,0
73,Site_C,Doctoral,Control,82.16845347413592,91.86443918661935,3.0270524898709636,38.81369555404495,41.19184033349189,40.32263852575505,3.2902189752181816,1
74,Site_A,Masters,Workshop,75.71768697099984,79.84099785855624,2.9765584419136775,65.38827721906924,72.68637681754386,66.86800905666254,3.0360474174277567,1
75,Site_C,Masters,Blended,72.725473681625,73.32617260137698,3.6932303022200554,35.9114118226991,44.524607147749514,44.72847703272564,4.7159619977357075,1
76,Site_B,Masters,Blended,73.48996498002847,72.93587910894631,3.7672904764223385,54.61950475060223,66.24016029799125,62.183045318605636,4.102681701083589,0
77,Site_B,Masters,Control,77.46289894602172,77.96303120570377,3.1771960968133683,42.79029028358886,45.09980518496813,45.052055358465,3.630576080346818,0
78,Site_A,Masters,Blended,84.16054557375425,75.3441473409601,3.625438172713037,42.59536186334561,66.06578179268175,56.72273699160951,3.8682678630866087,1
79,Site_C,Masters,Blended,74.19054219092479,86.32883010831655,2.8631456974289775,54.55811127903568,62.88873692925256,61.9566865106422,3.2787367477278746,1
80,Site_A,Masters,Control,76.7924874912707,68.90109342571051,3.0456146596437828,45.91226037203972,45.060369378714704,36.64410774279982,2.7200964972197865,0
81,Site_A,Masters,Workshop,70.04879686981191,61.32124539685791,2.9821547583045263,28.70226316924446,26.02322620997949,32.927445565320404,3.201115170636555,0
82,Site_A,Masters,Workshop,77.88869321014913,80.44764771179108,3.682269071671303,62.86703807604369,,64.80767188803425,4.35941477669354,0
83,Site_B,Doctoral,Workshop,74.49874084663202,71.5662287405819,3.4222942744217457,46.03822106802543,57.42865882618721,48.723660976386036,3.25736538561483,0
84,Site_C,Masters,Control,74.29970003253135,78.13225539586819,2.924037213717615,34.32358565236773,35.66544645586232,26.95420584619801,3.4621546071640865,1
85,Site_C,Masters,Control,64.77728541755805,66.55704242880081,3.246618911108512,49.484538802439786,44.94389918559036,46.60023752863741,3.363101093643697,0
86,Site_A,Masters,Blended,72.4686572786425,81.1917000120801,3.2433214245706217,48.27942541464533,57.34357107746775,61.04322429300651,4.299160429999218,0
87,Site_B,Masters,Blended,72.38163666218941,81.5604865866772,3.0152685005703543,43.46296556957241,62.57890244232169,58.950360656441035,3.6088954226479113,0
88,Site_A,Masters,Blended,81.53392752154993,67.93731259368093,4.172748111176231,52.29964799015282,50.87216362531955,54.355309169491896,5.0,1
89,Site_B,Doctoral,Control,71.70923398308692,64.35996673903327,3.444649817553981,51.62331683075991,49.286744173369506,61.69925090585653,3.641338179170354,0
90,Site_C,Masters,Workshop,71.60690616024128,78.51684327344304,3.8972013963208902,56.3313313610249,68.7379580941395,68.68322885528299,4.405172443534025,0
91,Site_A,Masters,Workshop,84.4158098173808,70.97638223657812,3.087518518197207,55.406297282769884,68.8403468370181,60.80675627260625,3.2652601651660444,0
92,Site_B,Doctoral,Workshop,80.5680389834694,73.92131052968404,3.1230296849304096,42.851369596020916,45.10215072060172,45.28875452642439,2.6356733825618175,0
93,Site_B,Doctoral,Control,68.19219726211612,64.42761046550936,3.264983668074879,57.57350700494546,54.749866426416254,59.008345178443456,3.8569586681604475,1
94,Site_C,Doctoral,Workshop,79.84764836233744,68.47742124326471,3.7433820092783674,40.04677759955991,48.03617964934101,47.14784998736563,4.2558061228432065,0
95,Site_B,Masters,Workshop,78.97721993148072,79.68521423938124,3.291650721009846,26.156219927669945,33.229284133977295,37.59467927638387,3.6242754918098075,1
96,Site_B,Masters,Blended,70.9566130956886,78.80996612043461,3.2734197245736927,34.099963019044765,50.82248924188238,50.191688034129236,3.984228539470923,1
97,Site_C,Doctoral,Blended,73.4522007344943,100.0,3.54831800750261,33.208233571758434,43.0800368887533,40.34073648406836,3.7058062459630507,1
98,Site_A,Masters,Workshop,70.18781389735051,71.60577921006363,3.3637591281614028,32.067226740083065,51.97117373736838,50.309775765673976,3.8380204805687317,0
99,Site_C,Masters,Control,78.74656077731896,76.69281156684183,2.5748327537408615,59.04866314296379,64.92039378336142,62.79503264354867,2.1685010709394885,0
100,Site_A,Doctoral,Workshop,73.40822072985418,79.75214671289008,2.9957968236914967,37.66620019063957,39.60811503315606,47.39832607544034,3.1628199043688943,1
101,Site_C,Doctoral,Workshop,74.3212460944469,82.43913053589999,2.5152202452544548,43.383105587574455,62.397107131585955,46.92102802483685,3.043545835642281,1
102,Site_B,Masters,Blended,69.47415934485652,100.0,3.1946301368331147,50.931098450940226,63.84068241634023,62.104035113272374,3.478181112784425,0
103,Site_B,Masters,Workshop,60.08600360728707,62.01527721285124,2.585898281178693,36.09444799600519,38.091185861781014,47.81521805198873,3.1543870147302315,0
104,Site_B,Masters,Control,68.1326180964728,82.36015161988851,3.5595541349024717,55.11671622950793,47.64134604313577,51.759184898550515,3.5038008915374492,0
105,Site_C,Masters,Blended,70.68725902898335,83.43551695905852,3.545743028249744,45.75002765293055,54.940671940395525,50.004233186058144,4.200122224397571,1
106,Site_C,Doctoral,Workshop,75.63819199401345,78.19779810360914,3.38589057641309,60.946603615925824,70.03216440650911,63.99588560663291,3.3218055008155876,0
107,Site_A,Masters,Workshop,75.34655819156899,82.04708332996549,3.209319815511869,44.494074738479135,56.44386102893278,,3.856888371089488,1
108,Site_C,Masters,Workshop,50.52331231026895,75.49673201115559,2.06017684487226,36.61316422867294,44.632009925347326,40.33199108665587,1.4139354249140528,0
109,Site_B,Masters,Blended,80.52984952768716,77.72260502331228,3.1155772017657726,43.952611553001745,56.190491175905315,54.43357984019495,3.777235522308116,1
110,Site_A,Doctoral,Blended,70.71547652520181,87.79528256860146,2.5174650619498076,51.53259046659214,67.70952392749328,49.041650646681404,3.030078810266293,1
111,Site_C,Doctoral,Blended,84.60469530902493,87.88938898575289,3.9953490664449807,73.45770498075326,90.47256989746938,79.34018145632457,4.208810435393948,0
112,Site_B,Masters,Workshop,63.69668718409179,70.48341367886334,2.542303083036931,32.757129421076094,44.71411478548791,40.147411481657514,2.5602273661288364,0
113,Site_A,Doctoral,Blended,63.12097528282345,86.29065959650896,2.482860148488876,33.02550183425688,46.8763442718793,39.67122373262718,2.846445723607756,0
114,Site_A,Masters,Blended,74.47663779253412,81.78438726915714,3.1027619586458544,64.51017072768941,64.70487980374682,62.69743912696259,3.136789310169119,0
115,Site_A,Doctoral,Workshop,61.5458759261446,92.57923122888849,2.8994573902357628,41.361558298162485,43.97052010785227,48.40961147259232,3.470973243106927,1
116,Site_B,Masters,Blended,79.23376000920585,79.87386201691565,3.5646225705928614,45.33423557877367,54.49313373980799,54.16054334630073,4.18149927049662,1
117,Site_A,Masters,Blended,74.34695502937443,74.14152999518492,3.3492928727281344,46.634408966481026,60.65626705570637,59.53596743014703,3.9046620361328293,0
118,Site_C,Masters,Control,78.65715442396107,78.16522645121374,3.75086335793933,26.697813082625355,42.066199993247274,40.2949759098367,3.6201827908303024,0
119,Site_A,Masters,Blended,65.92503311105536,85.31629328355658,3.2027176229787826,40.203446475330125,46.31530140527452,45.983744652183695,3.2769378550880304,1
120,Site_B,Masters,Control,79.89335721123281,94.4274509992645,3.153925523482208,48.069777008815805,44.093226258313955,37.358070061515434,3.5901032146734257,1
121,Site_B,Doctoral,Workshop,76.62113686680037,76.44837377533888,3.297974219809169,40.86786473757974,,47.90701367075928,3.743565744837647,1
122,Site_B,Masters,Workshop,84.7353051866769,92.14444256465453,3.346211220995137,49.997231585705,65.55334927006825,63.650009864656056,3.595075295571243,1
123,Site_B,Masters,Blended,67.8940921886884,89.00637660998649,3.2957832865312406,24.382994501257883,38.34633427157465,39.57335258398701,3.738881490625391,0
