,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12
q1,0.0,0.001859105829279728,0.0013557034671871637,0.007899976199370218,-0.018856072318995998,-0.04113409736243906,0.04704336349504579,-0.041850055938806974,-0.012542271339609612,0.016583159908515555,0.0018976969089794515,0.06725879181617117
q2,0.001859105829279728,0.0,0.007972229652691065,-0.002002969560050527,-0.047673566501581166,0.05079776755239268,0.007474442578051632,0.012444383389690228,-0.022222304714807184,-0.006570160085114907,-0.015997814956363987,0.018322732233445937
q3,0.0013557034671872747,0.007972229652691176,0.0,-0.0016477387251313536,0.01497089360465309,-0.0033338765225483513,-0.028152594925703878,-0.005256725317130007,-0.02414313079273578,0.035560388050490416,0.009750367569646756,0.007355905514627947
q4,0.007899976199370218,-0.002002969560050416,-0.0016477387251313536,0.0,0.012982256989007346,-0.005147249313115332,0.00891992180932899,0.011169722128546278,0.0164806928116491,-0.02947573723432978,-0.007436235314070561,-0.040049303915381196
q5,-0.018856072318995998,-0.047673566501581166,0.01497089360465298,0.012982256989007235,0.0,0.057066132765985544,0.008715996195141185,-0.005252329756587848,0.02061686159098136,0.04983165237946091,-0.014030700929849094,-0.08336611762510612
q6,-0.04113409736243906,0.05079776755239268,-0.0033338765225484623,-0.005147249313115332,0.057066132765985544,0.0,-0.0046986448669461,-0.004156907685180233,0.032727739702729186,-0.0791843568964655,-0.010436257016938733,-0.029728999129914335
q7,0.04704336349504579,0.007474442578051632,-0.02815259492570399,0.00891992180932899,0.008715996195141185,-0.004698644866946156,0.0,0.002467915500390605,-0.004534754086824855,-0.08131945033901547,-0.00048628193473965187,0.011158751057704308
q8,-0.041850055938806974,0.012444383389690117,-0.005256725317130062,0.011169722128546389,-0.005252329756587848,-0.004156907685180178,0.002467915500390716,0.0,0.03750564253559696,0.004176197307890983,0.010839053297194423,-0.02077315475707392
q9,-0.012542271339609556,-0.022222304714807184,-0.024143130792735834,0.016480692811649156,0.020616861590981472,0.03272773970272924,-0.004534754086824799,0.03750564253559696,0.0,-0.013574891974050152,0.00985734115446446,-0.07213750874673402
q10,0.016583159908515555,-0.006570160085114907,0.03556038805049039,-0.029475737234329835,0.04983165237946091,-0.0791843568964655,-0.08131945033901547,0.004176197307890983,-0.013574891974050207,0.0,0.006193549051248387,0.16217429854353252
q11,0.0018976969089794515,-0.015997814956363876,0.009750367569646867,-0.007436235314070561,-0.014030700929848983,-0.010436257016938622,-0.00048628193473954084,0.010839053297194479,0.00985734115446446,0.006193549051248387,0.0,0.0233206219968862
q12,0.06725879181617123,0.018322732233445882,0.007355905514627947,-0.040049303915381196,-0.08336611762510612,-0.029728999129914335,0.011158751057704308,-0.020773154757073864,-0.07213750874673408,0.16217429854353255,0.02332062199688617,0.0
