student_id,study_hours,final_score,fitted,residual,studentized_residual,leverage,cooks_distance
S001,10.7,95.2,84.70077213027949,10.499227869720514,1.0532977595492952,0.012104775880112436,0.006793060143764113
S002,7.9,68.3,78.14555601565328,-9.845556015653287,-0.9841238064016248,0.0056163008889833985,0.0027355120013672764
S003,10.6,92.2,84.46665726904286,7.733342730957148,0.7746229831441929,0.011732327145713971,0.00356931812196572
S004,7.8,83.9,77.91144115441662,5.988558845583384,0.5975947542613181,0.005535710641401817,0.0009973679182155712
S005,6.7,84.3,75.33617768081348,8.96382231918652,0.8954661843637348,0.005337170065501383,0.00215358242363828
S006,4.6,59.2,70.41976559484381,-11.219765594843807,-1.123972176457963,0.008460439898766799,0.005382154681806439
S007,6.3,70.8,74.39971823586687,-3.599718235866874,-0.35900247238072075,0.005577679014036199,0.0003631320334614639
S008,9.9,88.2,82.8278532403863,5.372146759613699,0.537034071884677,0.009417044491741614,0.0013760823128620414
S009,7.3,61.4,76.74086684823338,-15.340866848233382,-1.5388589382196496,0.005289112164288679,0.006250353642775193
S010,6.2,79.4,74.16560337463022,5.234396625369783,0.522253380068268,0.005663865044635697,0.0007798219624301974
S011,3.4,57.2,67.610387260004,-10.410387260004,-1.0444415408767187,0.012309021960266427,0.006794083797638269
S012,10.0,76.5,83.06196810162294,-6.561968101622938,-0.6563246810673052,0.009716528604435858,0.002119708093768119
S013,4.6,73.9,70.41976559484381,3.480234405156196,0.3475829564321344,0.008460439898766799,0.0005178519309421958
S014,2.6,76.9,65.7374683701108,11.162531629889202,1.1223373784633388,0.015708624725504893,0.01003764809448005
S015,8.4,65.7,79.31613032183654,-13.616130321836536,-1.3646314242628155,0.0061756048876860535,0.005759481009601112
S016,10.1,75.2,83.2960829628596,-8.096082962859597,-0.810380830668465,0.010026436234516413,0.003331693616359155
S017,11.4,88.0,86.33957615893605,1.6604238410639454,0.16634071327264868,0.015003775507718562,0.00021182884702928748
S018,6.9,80.4,75.80440740328677,4.595592596713232,0.45835244357273075,0.005279456695551879,0.0005598682704610409
S019,3.7,67.3,68.31273184371395,-1.0127318437139508,-0.10125541291275587,0.011206158960176234,5.840499091579549e-05
S020,2.2,78.6,64.8010089251642,13.798991074835797,1.3912880412873134,0.017658590525395743,0.01731177328281231
S021,8.0,68.9,78.37967087688993,-9.479670876889926,-0.9474159701694991,0.005707314653951295,0.002577541117699575
S022,7.1,83.5,76.27263712576007,7.22736287423993,0.7214298401983437,0.005263437395147645,0.0013804757302331868
S023,8.2,73.9,78.84790059936323,-4.947900599363223,-0.49369420508618267,0.005920612736046039,0.0007287561051204022
S024,4.6,73.9,70.41976559484381,3.480234405156196,0.3475829564321344,0.008460439898766799,0.0005178519309421958
S025,6.7,81.0,75.33617768081348,5.663822319186522,0.565076052854047,0.005337170065501383,0.0008597937037769318
S026,12.0,86.5,87.74426532635596,-1.2442653263559578,-0.124829410307624,0.01789514950944733,0.0001427122892092701
S027,6.1,62.2,73.93148851339357,-11.731488513393572,-1.1739969246021347,0.005760474592621511,0.00398472369101113
S028,3.8,59.6,68.54684670495061,-8.946846704950609,-0.8962651903265607,0.010859384994918805,0.004414127859942429
S029,3.2,63.6,67.14215753753071,-3.5421575375307057,-0.3546020330981448,0.013096381547258135,0.0008382109640958812
S030,4.9,61.6,71.12211017855377,-9.522110178553767,-0.9526534707791031,0.007732823524584028,0.0035380421972391173
S031,9.2,82.9,81.18904921172974,1.7109507882702673,0.17076367456213243,0.007612514189698801,0.00011242330511822947
S032,10.5,80.6,84.23254240780619,-3.6325424078061985,-0.36333887327269965,0.011370301928701827,0.0007626790804083885
S033,9.5,94.8,81.89139379543968,12.908606204560314,1.2944826263307372,0.00832334321482782,0.0070069994333970525
S034,8.7,81.3,80.01847490554648,1.2815250944535137,0.12783703688668335,0.006636269495543454,5.487536238630052e-05
S035,5.0,63.6,71.35622503979042,-7.756225039790415,-0.7752631521745076,0.007511131767962406,0.002279138146691891
S036,7.7,78.3,77.67732629317999,0.6226737068200094,0.062075444667386154,0.0054655439112065544,1.0644629019942573e-05
S037,3.5,55.3,67.84450212124065,-12.544502121240654,-1.2599700395398425,0.011930977442850044,0.009554854350574259
S038,1.0,66.2,61.99163059032439,4.208369409675612,0.4238141805887263,0.02450914559415475,0.0022663408835274412
S039,17.5,91.3,100.62058269437173,-9.320582694371737,-0.9590587373936195,0.061884861607508265,0.030351070889576268
S040,8.1,76.1,78.61378573812658,-2.513785738126586,-0.2506865347982944,0.005808751936305507,0.0001845080123369
S041,1.0,63.5,61.99163059032439,1.508369409675609,0.1518405052352656,0.02450914559415475,0.0002911474263477219
S042,8.0,76.1,78.37967087688993,-2.279670876889938,-0.22732111652068573,0.005707314653951295,0.0001490607786018089
S043,4.5,63.5,70.18565073360716,-6.6856507336071616,-0.6683889356472589,0.00872382572493369,0.001971608902781414
S044,10.1,70.9,83.2960829628596,-12.396082962859595,-1.2437305008665251,0.010026436234516413,0.007810594752738
S045,4.1,78.9,69.24919128866055,9.650808711339451,0.9666455116479263,0.009881604203464425,0.004664406225958987
S046,8.8,91.7,80.25258976678313,11.447410233216871,1.1459762789033483,0.006810671399601891,0.004495273153517128
S047,3.4,77.8,67.610387260004,10.189612739995994,1.022166820024381,0.012309021960266427,0.006508973240923606
S048,6.6,70.7,75.10206281957682,-4.402062819576813,-0.43905253381459414,0.005381662026555611,0.0005237592706679754
S049,10.2,80.7,83.53019782409625,-2.8301978240962455,-0.2828999939404672,0.010346767381983292,0.0004204244175237825
S050,8.5,69.4,79.55024518307319,-10.150245183073181,-1.015105106801635,0.0063187362395855365,0.0032757054732377457
S051,4.1,61.7,69.24919128866055,-7.549191288660552,-0.7554109102399102,0.009881604203464425,0.0028541041130287215
S052,10.7,86.6,84.70077213027949,1.8992278697205052,0.18998892999697012,0.012104775880112432,0.00022228230204971092
S053,6.1,68.6,73.93148851339357,-5.33148851339358,-0.5319809734379289,0.005760474592621511,0.0008229793311628526
S054,9.1,78.5,80.95493435049309,-2.4549343504930903,-0.24501146962619957,0.0073964182160950985,0.00022478395313444083
S055,12.9,87.8,89.85129907748582,-2.0512990774858224,-0.20633914287034832,0.02293579793561689,0.0005022747836305538
S056,11.7,88.3,87.041920742646,1.258079257353998,0.12611958420448105,0.016402556680344516,0.00013332405811683045
S057,8.4,88.6,79.31613032183654,9.283869678163455,0.9279757674667227,0.0061756048876860535,0.0026775280092292968
S058,4.8,61.9,70.8879953173171,-8.987995317317107,-0.8990849554828355,0.007964938798591968,0.0032484024583210223
S059,5.3,65.5,72.05856962350036,-6.558569623500361,-0.6550538113245974,0.006908597602415446,0.00149708160965217
S060,6.0,97.4,73.69737365215693,23.70262634784308,2.3995187266305247,0.0058675076579936414,0.016571958005077256
S061,9.7,81.5,82.359623517913,-0.8596235179129934,-0.08584435941344563,0.008849346818512079,3.307228529842102e-05
S062,9.8,66.3,82.59373837914964,-16.293738379149644,-1.6389807107791465,0.00912798389643369,0.012263006870234502
S063,7.7,89.3,77.67732629317999,11.62267370682001,1.1628547310004618,0.0054655439112065544,0.003708698824484776
S064,3.6,58.8,68.0786169824773,-9.278616982477303,-0.9299841970594989,0.01156335644281998,0.005062540251135416
S065,6.3,85.2,74.39971823586687,10.800281764133132,1.080102317302233,0.005577679014036199,0.0032688705073600933
S066,10.9,100.0,85.1690018527528,14.8309981472472,1.492873585745035,0.012880943901068314,0.014446582889999483
S067,9.2,92.8,81.18904921172974,11.610950788270259,1.1629383826152762,0.007612514189698801,0.0051774615369217045
S068,1.0,68.6,61.99163059032439,6.608369409675603,0.6659810782804677,0.02450914559415475,0.005588382801969636
S069,12.3,84.4,88.44660991006592,-4.046609910065911,-0.4064620209433138,0.019481553995026997,0.001648581785214128
S070,9.2,87.1,81.18904921172974,5.910950788270256,0.5904538007167675,0.007612514189698801,0.001341825372887751
S071,9.4,91.3,81.65727893420305,9.642721065796948,0.9649475465050712,0.008075976689065163,0.0037918679383205714
S072,4.6,59.5,70.41976559484381,-10.91976559484381,-1.0937239081643877,0.008460439898766799,0.005098180875363793
S073,10.5,67.2,84.23254240780619,-17.03254240780619,-1.7164128748481018,0.011370301928701827,0.016767928206392432
S074,2.6,61.9,65.7374683701108,-3.8374683701108054,-0.3846976259444506,0.015708624725504893,0.001186304502205025
S075,5.5,61.9,72.52679934597367,-10.626799345973673,-1.0631751544636063,0.0065590257456490594,0.003728858600247103
S076,4.0,79.3,69.0150764274239,10.28492357257609,1.0306744742303533,0.010197107616562902,0.005470127620413323
S077,8.8,81.3,80.25258976678313,1.0474102332168655,0.10449084055058391,0.006810671399601891,3.76335526951662e-05
S078,6.8,67.8,75.57029254205013,-7.770292542050129,-0.775808494755329,0.005303101621833473,0.0016078255177640684
S079,6.1,68.6,73.93148851339357,-5.33148851339358,-0.5319809734379289,0.005760474592621511,0.0008229793311628526
S080,6.3,75.2,74.39971823586687,0.8002817641331319,0.07978654057347807,0.005577679014036199,1.7947889495913235e-05
S081,12.1,86.1,87.9783801875926,-1.8783801875926116,-0.188506022587355,0.018413527487254232,0.0003350137393460261
S082,6.6,62.0,75.10206281957682,-13.102062819576815,-1.3120977867534025,0.005381662026555611,0.004639793009306059
S083,3.1,62.9,66.90804267629404,-4.008042676294046,-0.4013624899402651,0.01350569661683347,0.0011076645486398932
S084,3.2,69.1,67.14215753753071,1.9578424624692872,0.19595200421520423,0.013096381547258135,0.000256078477477533
S085,10.3,95.6,83.7643126853329,11.835687314667098,1.1874642753862752,0.01067752204683649,0.007592721063402598
S086,5.6,46.4,72.76091420721032,-26.36091420721032,-2.679159023113457,0.006399875093345341,0.022381279665914303
S087,9.9,93.7,82.8278532403863,10.872146759613699,1.0894530900058952,0.009417044491741614,0.005636107761442291
S088,4.2,69.7,69.4833061498972,0.21669385010279996,0.02164718464014545,0.009576524307752262,2.2775870843131093e-06
S089,5.1,64.8,71.59033990102706,-6.7903399010270675,-0.6783924113400472,0.007299863528727102,0.001696982491939453
S090,8.2,87.3,78.84790059936323,8.452099400636769,0.8443940988140718,0.005920612736046039,0.002126519968970404
S091,10.5,73.6,84.23254240780619,-10.632542407806199,-1.0663542006413749,0.011370301928701827,0.006534234180780873
S092,8.2,95.7,78.84790059936323,16.852099400636774,1.6932151564971054,0.005920612736046039,0.008453728534332676
S093,3.6,69.5,68.0786169824773,1.4213830175227002,0.1421428171194622,0.01156335644281998,0.00011880213310752418
S094,5.6,97.9,72.76091420721032,25.139085792789686,2.5505512696247234,0.006399875093345341,0.020354617181310677
S095,3.8,63.8,68.54684670495061,-4.746846704950613,-0.47479108394157826,0.010859384994918805,0.0012425541665802397
S096,18.5,100.0,102.96173130673824,-2.961731306738244,-0.30594447355762333,0.07327063423043612,0.0037181864899835304
S097,7.9,84.7,78.14555601565328,6.554443984346719,0.6542143113034922,0.005616300888983397,0.0012123550955153784
S098,8.9,73.0,80.4867046280198,-7.486704628019794,-0.7480466111535905,0.0069954968210466425,0.001975664889070302
S099,7.7,79.3,77.67732629317999,1.6226737068200094,0.1617768687424893,0.0054655439112065544,7.22889428137562e-05
